ItemTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,ParentItem,ParentTable,SecondTable,ReqLevel,Skill,CraftTime,Weight,RepairType,MaxUses,NoDefault,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,Products,Fuel,Yield,PluralName,Description,BlockChunks,RequireModule,FriendlyName,Category,Tags,CraftExperience,Labor,BackingCurrency,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,
Point,1,Point,A single block.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rectangle,3,Rectangle,A flat rectangle of blocks.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall2Point,5,Wall 2 Point,A wall of blocks.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall3Point,6,Wall 3 Point,A wall of blocks.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,TechTree,Branch,ParentTech,Title,ParentLevel,MaxLevel,SkillCost,FlatCost,Description,SkillModifier,SkillAddModifier,BranchHead,CraftingTable,ReqSkill,MinLevel,TagRecipe,Ingredients,ConstructSpeed,GiveItem,T,SkipOnLevel,Labor,EcopediaCategory,EcopediaPage,,,,,,,,,,,,,,,,,,,,,
AdvancedBaking,Chef,AdvancedBaking,Chef,,0,7,root,,Advanced baking mostly improves recipes that involve a leavening agent. Levels up by crafting advanced baking recipes.,CT1,CT1,X,ResearchTable,Baking,1,"Basic Research,30;Advanced Research,10;Modern Research,10","CulinaryResearchPaperAdvanced,20;DendrologyResearchPaperModern,10;GeologyResearchPaperModern,10",30,,4,,6000,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
AdvancedCooking,Chef,AdvancedCooking,Chef,,0,7,root,,Advanced cooking techniques for producing more complex foods. Levels up by crafting advanced cooking recipes.,CT1,CT1,X,ResearchTable,Cooking,1,"Basic Research,30;Advanced Research,10;Modern Research,10","CulinaryResearchPaperAdvanced,20;DendrologyResearchPaperModern,10;GeologyResearchPaperModern,10",30,,4,,6000,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
AdvancedMasonry,Mason,AdvancedMasonry,Mason,,0,7,root,,Advanced masonry allows the production of high-quality stone furniture and material for houses. Levels up by crafting related recipes. ,CT1,CT1,X,ResearchTable,Pottery,1,"Basic Research,30;Advanced Research,10","GeologyResearchPaperAdvanced,20;GeologyResearchPaperModern,10;MetallurgyResearchPaperModern,10;EngineeringResearchPaperModern,10",30,,4,,6000,Professions,Mason,,,,,,,,,,,,,,,,,,,,,
AdvancedSmelting,Smith,AdvancedSmelting,Smith,,0,7,root,,Advanced smelting aids in the production of steel - a key ingredient in the progress of any group. Levels up by crafting advanced smelting recipes.,CT1,CT1,X,ResearchTable,Smelting,1,"Basic Research,10","MetallurgyResearchPaperBasic,20;MetallurgyResearchPaperAdvanced,20",30,,4,,6000,Professions,Smith,,,,,,,,,,,,,,,,,,,,,
Baking,Chef,Baking,Chef,,0,7,root,,An introduction to cooking with an oven. Levels up by crafting related unleavened recipes.,CT1,CT1,X,ResearchTable,CampfireCooking,1,"Basic Research,10","CulinaryResearchPaperBasic,10;MetallurgyResearchPaperBasic,5",15,,3,,2400,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
BasicEngineering,Engineer,BasicEngineering,Engineer,,0,7,root,,Basic Engineering allows easier construction of roads and gives access to early forms of mechanical power. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Carpentry,0,"Basic Research,5","DendrologyResearchPaperAdvanced,3",5,,2,,600,Professions,Engineer,,,,,,,,,,,,,,,,,,,,,
Butchery,Hunter,Butchery,Hunter,,0,7,root,,Butchery allows for more usable products to be harvested from hunted animals and fish. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Hunting,0,,"CulinaryResearchPaperBasic,3",5,,2,,600,Professions,Hunter,,,,,,,,,,,,,,,,,,,,,
CampfireCooking,Chef,CampfireCooking,Chef,,0,7,root,,Advanced techniques for producing food over a campfire with a little less burned and a little more golden brown. Levels up by crafting campfire recipes.,CT1,CT1,X,,,,,,,,2,,,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
Carpenter,Carpenter,Carpenter,,Carpenter,0,7,root,0,Carpenters use harvested logs to craft a variety of useful products. Wood is an excellent source of building materials and furniture for homes.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Carpentry,Carpenter,Carpentry,Carpenter,,0,7,root,,Cutting logs into usable crafting and building materials is an important skill for budding communities. Levels up by crafting related recipes.,CT1,CT1,x,ResearchTable,Logging,0,,"DendrologyResearchPaperBasic,3",5,,1,,300,Professions,Carpenter,,,,,,,,,,,,,,,,,,,,,
Chef,Chef,Chef,,Chef,0,7,root,,Chefs create highly nutritious food using the raw food provided by hunters and farmers.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Composites,Carpenter,Composites,Carpenter,,0,7,root,,Allows the construction of advanced wood products for furniture and houses. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Carpentry,1,"Basic Research,30;Advanced Research,10","DendrologyResearchPaperAdvanced,20;DendrologyResearchPaperModern,10;MetallurgyResearchPaperModern,10;EngineeringResearchPaperModern,10",30,,4,,6000,Professions,Carpenter,,,,,,,,,,,,,,,,,,,,,
Cooking,Chef,Cooking,Chef,,0,7,root,,The basics of cooking in a more civilized environment give bonuses to a variety of food recipes. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,CampfireCooking,1,"Basic Research,10","CulinaryResearchPaperBasic,10;MetallurgyResearchPaperBasic,5",15,,3,,2400,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
CuttingEdgeCooking,Chef,CuttingEdgeCooking,Chef,,0,7,root,,Cutting edge cooking works with ingredients that don't quite sound like food but can potentially provide high calorie and nutrition. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,AdvancedCooking,1,"Basic Research,30;Advanced Research,10","CulinaryResearchPaperAdvanced,20;CulinaryResearchPaperModern,20;MetallurgyResearchPaperModern,10;AgricultureResearchPaperModern,10",60,,5,,6000,Professions,Chef,,,,,,,,,,,,,,,,,,,,,
Electronics,Engineer,Electronics,Engineer,,0,7,root,,Electronics improves the recipes for many advanced materials needed for advanced technology. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Mechanics,1,"Basic Research,30;Advanced Research,20;Modern Research,20","MetallurgyResearchPaperAdvanced,10;EngineeringResearchPaperModern,10;MetallurgyResearchPaperModern,20",30,,4,,6000,Professions,Engineer,,,,,,,,,,,,,,,,,,,,,
Engineer,Engineer,Engineer,,Engineer,0,7,root,,Engineers use the materials created by other professions to create cutting edge technology that paves the way for technological advancement.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Farmer,Farmer,Farmer,,Farmer,0,7,root,,Farmers specialize in all aspects of agriculture. The crops they produce are a primary source of the calories needed to perform work.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Farming,Farmer,Farming,Farmer,,0,7,root,,The art of planting and cultivating flora. Levels up by crafting related recipes and using the hoe.,CT1,CT1,X,ResearchTable,Gathering,0,,"GatheringResearchPaperBasic,2;GeologyResearchPaperBasic,1",5,,2,,300,Professions,Farmer,,,,,,,,,,,,,,,,,,,,,
Fertilizers,Farmer,Fertilizers,Farmer,,0,7,root,,"Adding additional nutrients to the soil can improve farming yield or, if overdone, ruin it. Levels up by crafting related recipes.",CT1,CT1,X,ResearchTable,Farming,1,"Basic Research,5","AgricultureResearchPaperAdvanced,3",5,,2,,600,Professions,Farmer,,,,,,,,,,,,,,,,,,,,,
Gathering,Farmer,Gathering,Farmer,,0,7,root,,Gathering covers harvesting materials from both the natural environment and human-created farms. Levels up by gathering plants - farmed or natural.,CT1,CT1,X,,,,,,,,1,,,Professions,Farmer,,,,,,,,,,,,,,,,,,,,,
Glassworking,Mason,Glassworking,Mason,,0,7,root,,Glassworkers have improved ability to create glass which can be used as a clear building material or framed in steel to create a more industrial look. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Masonry,1,"Basic Research,10","GeologyResearchPaperBasic,10;GeologyResearchPaperAdvanced,5;EngineeringResearchPaperAdvanced,5",15,,3,,2400,Professions,Mason,,,,,,,,,,,,,,,,,,,,,
Hunter,Hunter,Hunter,,Hunter,0,7,root,,Hunting animals provides a great source of nutritious food and their skins can be used in a variety of crafting projects.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Hunting,Hunter,Hunting,Hunter,,0,7,root,,Hunt animals for skin and meat. Levels up by successfully hunting.,CT1,Instincts,X,,,,,,,,1,,,Professions,Hunter,,,,,,,,,,,,,,,,,,,,,
Industry,Engineer,Industry,Engineer,,0,7,root,,Advanced industrialization to produce larger machines and advanced technology. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Mechanics,1,"Basic Research,30;Advanced Research,20;Modern Research,10","EngineeringResearchPaperAdvanced,10;EngineeringResearchPaperModern,20;MetallurgyResearchPaperModern,20",30,,5,,6000,Professions,Engineer,,,,,,,,,,,,,,,,,,,,,
Logging,Carpenter,Logging,Carpenter,,0,7,root,,Wood is a useful resource and cutting down trees is a skill anyone can appreciate. Levels up by felling trees and clearing debris.,CT1,CT1,X,,,,,,,,1,,,Professions,Carpenter,,,,,,,,,,,,,,,,,,,,,
Mason,Mason,Mason,,Mason,0,7,root,0,Masons craft with stone and are a valuable source of building material and furniture. The ore they collect is used by smiths to smelt into metal bars.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Masonry,Mason,Masonry,Mason,,0,7,root,,Rocks and mortar can provide a suitable building material alternative to wood. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Mining,0,,"GeologyResearchPaperBasic,3",5,,1,,300,Professions,Mason,,,,,,,,,,,,,,,,,,,,,
Mechanics,Engineer,Mechanics,Engineer,,0,7,root,,Mechanics for more advanced creations. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,BasicEngineering,1,"Basic Research,20;Advanced Research,5","EngineeringResearchPaperAdvanced,10;MetallurgyResearchPaperAdvanced,10",30,,4,,6000,Professions,Engineer,,,,,,,,,,,,,,,,,,,,,
Milling,Farmer,Milling,Farmer,,0,7,root,,Milling various products can create important materials for baking and other uses. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Farming,1,"Basic Research,15","DendrologyResearchPaperBasic,5;GeologyResearchPaperBasic,5;CulinaryResearchPaperBasic,5;EngineeringResearchPaperAdvanced,5",15,,3,,3000,Professions,Farmer,,,,,,,,,,,,,,,,,,,,,
Mining,Mason,Mining,Mason,,0,7,root,,Hitting rocks with a pickaxe can be surprisingly difficult. Levels up by breaking rocks.,CT1,CT1,X,,,,,,,,1,,,Professions,Mason,,,,,,,,,,,,,,,,,,,,,
OilDrilling,Engineer,OilDrilling,Engineer,,0,7,root,,"While it takes some advanced tools and constructions, harvesting and refining oil can be an important step. Levels up by crafting related recipes.",CT1,CT1,X,ResearchTable,Mechanics,1,"Basic Research,30;Advanced Research,20","AgricultureResearchPaperAdvanced,10;GeologyResearchPaperModern,10;DendrologyResearchPaperModern,10;EngineeringResearchPaperModern,10",30,,4,,6000,Professions,Engineer,,,,,,,,,,,,,,,,,,,,,
PaperMilling,Carpenter,PaperMilling,Carpenter,,0,7,root,0,Paper to carry the written word. Or used to stuff in bookshelves. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Carpentry,1,"Basic Research,5","DendrologyResearchPaperAdvanced,5",15,,3,,2400,Professions,Carpenter,,,,,,,,,,,,,,,,,,,,,
Pottery,Mason,Pottery,Mason,,0,7,root,,Pottery is an advancement in masonry and can provide an excellent building material for communities. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Masonry,1,"Basic Research,10","GeologyResearchPaperBasic,10;GeologyResearchPaperAdvanced,5;EngineeringResearchPaperAdvanced,5",15,,3,,2400,Professions,Mason,,,,,,,,,,,,,,,,,,,,,
SelfImprovement,Survivalist,SelfImprovement,Survivalist,,0,7,root,,Self-improvement increases both the amount of weight citizens can carry and their stomach capacity. It also decreases the calories expended when using hammers and shovels. Experience is gained when leveling up other specialties.,CalorieReduction,Calories,X,,,,,,,,1,x,,Professions,Survivalist,,,,,,,,,,,,,,,,,,,,,
Smelting,Smith,Smelting,Smith,,0,7,root,,Metal is an important part of progress and smelting is the first step into a new age. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Mining,0,"Basic Research,5","MetallurgyResearchPaperBasic,10;DendrologyResearchPaperAdvanced,5;GeologyResearchPaperAdvanced,5",15,,3,,2400,Professions,Smith,,,,,,,,,,,,,,,,,,,,,
Smith,Smith,Smith,,Smith,0,7,root,,Smiths smelt concentrate ore into metal bars and craft superior tools that helps citizens work more productively.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Survivalist,Survivalist,Survivalist,,Survivalist,0,7,root,,All citizens are survivalists in the world of Eco. How can you save the world if you can't save yourself?,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Tailor,Tailor,Tailor,,Tailor,0,7,root,,Tailorings work with cloth to make high-end furniture.and clothing that provides special bonuses when worn.,CT1,CT1,X,,,,,,,,1,x,,,,,,,,,,,,,,,,,,,,,,,,
Tailoring,Tailor,Tailoring,Tailor,,0,7,root,,Creating new clothes and setting trends. Levels up by crafting related recipes.,CT1,CT1,X,ResearchTable,Gathering,0,"Basic Research,5","GatheringResearchPaperBasic,5",5,,2,,600,Professions,Tailor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillCostTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillCost,T0-Unlock,T0-sp,T0-ef,T1-Unlock,T1-ef,T1-sp,T2-ef,T2-sp,T2-Unlock,T3-ef,T3-sp,T3-Unlock,Tool-ef,root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost1,1,1,1,1,2,2,5,5,6,10,10,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost2,1,1,2,2,4,2,10,5,8,20,10,15,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost3,2,1,3,2,6,2,15,5,10,35,10,20,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost4,2,1,4,3,8,2,20,5,12,55,10,25,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost5,3,1,5,3,10,2,25,5,14,70,10,30,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost6,3,1,5,3,10,2,25,5,14,70,10,30,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost7,3,1,5,3,10,2,25,5,14,70,10,30,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillModifierTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillRate,CT1,CalorieReduction,CarryWeight,Calories,Instincts,Gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier1,0.2,0.05,5000,500,1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier2,0.25,0.1,10000,1000,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier3,0.3,0.15,15000,1500,3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier4,0.35,0.2,20000,2000,4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier5,0.4,0.25,25000,2500,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier6,0.45,0.25,25000,2500,6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modifier7,0.5,0.25,25000,2500,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillAddModifierTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkillRate,CT1,CalorieReduction,CarryWeight,Calories,Instincts,Gathering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier1,0.5,0,0,0,1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier2,0.55,0.02,2500,250,2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier3,0.6,0.05,5000,500,3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier4,0.65,0.07,10000,1000,4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier5,0.7,0.1,15000,1500,5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier6,0.75,0.12,20000,2000,6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AddModifier7,0.8,0.15,25000,2500,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenefitTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,T1Name,T1Benefit,T2Name,T2Benefit,OwningSkill,Level,Description,TalentType,Tags,TagsCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArrowRecovery,ArrowRecovery,0.5,,,Hunting,3,Allows you to recover arrows shot into animals when harvesting them with a 50 percent chance.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CleanupCrew,CleanupCrew,6,,,Logging,6,[WIP - No functionality yet] Allows to pick up debris by hand that costs no calories.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadeye,Deadeye,1,,,Hunting,6,Increases the headshot damage by 50 percent.,,Bonus;Damage;Percent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeeperPockets,DeeperPockets,5000,,,SelfImprovement,3,Increase your inventory size by 5kg.,,Bonus;Stat;Weight;Value,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExperiencedFarmhand,ExperiencedFarmhand,1.2,,,Gathering,6,Increases the yield of farmed plants by 20 percent.,,Bonus;Yield;Percent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FocusedWorkflow,FocusedSpeed,0.5,,,Composites;AdvancedBaking;CampfireCooking;AdvancedCooking;AdvancedSmelting;Baking;BasicEngineering;Pottery;Butchery;AdvancedMasonry;Cooking;CuttingEdgeCooking;Electronics;Fertilizers;Glassworking;Industry;Mechanics;Milling;Masonry;OilDrilling;PaperMilling;Smelting;Tailoring;Farming;Carpentry,3,Doubles the speed of related tables when alone.,CraftingTalent,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FrugalWorkspace,FrugalReq,-0.2,,,Composites;AdvancedBaking;CampfireCooking;AdvancedCooking;AdvancedSmelting;Baking;BasicEngineering;Pottery;Butchery;AdvancedMasonry;Cooking;CuttingEdgeCooking;Electronics;Fertilizers;Glassworking;Industry;Mechanics;Milling;Masonry;OilDrilling;PaperMilling;Smelting;Tailoring;Farming;Carpentry,6,Lowers the tier requirement of related tables by 0.2.(Only applies to claimed workstations),CraftingTalent,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glutton,Glutton,1000,,,SelfImprovement,3,Increase you stomache capacity count by 1000cal.,,Bonus;Stat;Calories;Value,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LavishWorkspace,LavishResources,0.95,LavishReq,0.2,Composites;AdvancedBaking;CampfireCooking;AdvancedCooking;AdvancedSmelting;Baking;BasicEngineering;Pottery;Butchery;AdvancedMasonry;Cooking;CuttingEdgeCooking;Electronics;Fertilizers;Glassworking;Industry;Mechanics;Milling;Masonry;OilDrilling;PaperMilling;Smelting;Tailoring;Farming;Carpentry,6,"Increases the tier requirement of tables by 0.2, but reduces the resources needed by 5 percent.(Only applies to claimed workstations)",CraftingTalent,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LoggersLuck,LoggersLuck,0.1,,,Logging,6,[WIP - No functionality yet]Every hit has a chance of destroying tree stumps and splitting trunks immediately.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuckyBreak,LuckyBreak,1,,,Mining,6,Mining rocks no longer has a chance to create large chunks.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasterTracker,MasterTracker,1,,,Hunting,3,A master tracker is capable of following its prey over the highest peaks or through the densest of jungles.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaturalGatherer,NaturalGatherer,1.2,,,Gathering,6,Increases the yield of natural plants by 20 percent.,,Bonus;Yield;Percent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NatureAdventurer,NatureAdventurerSpeed,1.2,,,SelfImprovement,6,Slightly increases movement speed in low activity areas.,,Bonus;Stat;Movement;Percent,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParallelProcessing,ParallelSpeed,0.8,,,Composites;AdvancedBaking;CampfireCooking;AdvancedCooking;AdvancedSmelting;Baking;BasicEngineering;Pottery;Butchery;AdvancedMasonry;Cooking;CuttingEdgeCooking;Electronics;Fertilizers;Glassworking;Industry;Mechanics;Milling;Masonry;OilDrilling;PaperMilling;Smelting;Tailoring;Farming;Carpentry,3,Increases the crafting speed of related tables when they share a room with the same tables by 20 percent.,CraftingTalent,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerShot,PowerShot,1,,,Hunting,6,Increases the damage tier of Bows,,Bonus;Damage;Tier,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SweepingHands,SweepingHands,1,,,Mining,6,Picking up rocks also attempts to pick up similar rocks in an area.,,Utility,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToolEfficiency,ToolEfficiency,0.8,,,Logging;Mining;Gathering,3,Lowers the calorie cost of using related tool by 20 percent.,,Bonus;Calories;Percent,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToolStrength,ToolStrength,1,,,Logging;Mining;Gathering,3,Increases the tier of related tools by 1.,,Bonus;Tier;Damage,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UrbanTraveller,UrbanTravellerSpeed,1.2,,,SelfImprovement,6,Slightly increases movement speed in high activity areas.,,Bonus;Stat;Movement;Percent,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToolTemplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,BaseItem,MaxUses,ParentTable,ParentRecipe,TagRecipe,Ingredients,StaticIngredients,ReqLevel,Skill,CraftTime,Weight,CalorieCost,CalorieSkill,CalorieTalent,Damage,DamageSkill,DamageTalent,Description,RepairType,CraftExperience,UseExperience,Tier,TierSkill,Labor,ProspectSpeed,DrillDepth,EcopediaCategory,EcopediaPage,AreaBlocks,,,,,,,,,,,,,,,,
Chainsaw,AxeItem,2500,AssemblyLine,,,"Fiberglass,10;SteelBar,4","CombustionEngine,1",3,AdvancedSmelting,0.5,1000,20,Logging,LoggingToolEfficiencyTalent,10,Logging,,,Gasoline,0.1,0.1,4,Logging,250,,,Items,Tools,,,,,,,,,,,,,,,,,
CompositeBow,BowItem,2000,AssemblyLine,,,"Fiberglass,10;NylonThread,20",,4,AdvancedSmelting,0.5,1000,20,Hunting,ToolEfficiencyTalent,1.5,Hunting,HuntingPowerShotTalent,A modern composite bow made with fiberglass that makes hunting a breeze. Requires arrows to fire.,Modern,1,1,4,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronAxe,AxeItem,750,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,20,Logging,LoggingToolEfficiencyTalent,1.5,Logging,,,Iron,0.1,0.1,2,Logging,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronHammer,HammerItem,750,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,8,SelfImprovement,ToolEfficiencyTalent,,,,,Iron,0.1,,2,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronHoe,HoeItem,300,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,20,Farming,ToolEfficiencyTalent,,,,,Iron,0.1,0.1,2,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronMachete,MacheteItem,500,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,17,Gathering,GatheringToolEfficiencyTalent,,,,A machete used to quickly clear plants.,Iron,0.1,0.1,2,Gathering,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronPickaxe,PickaxeItem,500,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,20,Mining,MiningToolEfficiencyTalent,1,,,,Iron,0.1,0.1,2,Mining,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronRockDrill,DrillItem,1000,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,15,Mining,MiningToolEfficiencyTalent,,,,,Iron,0.1,,2,Mining,250,2,15,Items,Tools,,,,,,,,,,,,,,,,,
IronShovel,ShovelItem,500,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,20,SelfImprovement,ToolEfficiencyTalent,,,,,Iron,0.1,,2,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
IronSickle,SickleItem,500,Anvil,,"WoodBoard,4","IronBar,4",,1,Smelting,0.5,1000,20,Gathering,GatheringToolEfficiencyTalent,,,,An iron sickle used to harvest crops or cut grass.,Iron,0.1,0.1,2,Gathering,250,,,Items,Tools,,,,,,,,,,,,,,,,,
ModernAxe,AxeItem,2500,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,20,Logging,LoggingToolEfficiencyTalent,2.5,Logging,,,Modern,0.1,0.1,4,Logging,250,,,Items,Tools,,,,,,,,,,,,,,,,,
ModernHammer,HammerItem,2500,AssemblyLine,,,"Fiberglass,10;SteelBar,15",,2,AdvancedSmelting,0.5,1000,5,SelfImprovement,ToolEfficiencyTalent,,,,,Modern,0.1,,4,,250,,,Items,Tools,,,,,,,,,,,,,,,,,
